[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Analysis started at: 2023-08-14 02:58:56 AM
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Version constraints: ['^0.4.24']
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | solc version: v0.4.24
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Callgraph generation started!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Callgraph generation finished!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Interprocedural CFG generation started!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Interprocedural CFG generation finished!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Storage dependency graph generation started!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Storage dependency graph generation finished!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Value Range Analysis started
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Generating return summary for missing
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Return summary generated for missing
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Range graph generated
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Processed function missing
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Generating return summary for fallback
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Return summary generated for fallback
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | State variable assignement do not exist
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Processed function fallback
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Generating return summary for onlyowner
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Return summary generated for onlyowner
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | State variable assignement do not exist
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Processed function onlyowner
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Generating return summary for withdraw
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Return summary generated for withdraw
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | State variable assignement do not exist
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Processed function withdraw
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Value Range Analysis took 0.001057 seconds
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Value Range Analysis finished
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Storage dependency graph compostion started!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Dependency detection started!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Dependency detection finished!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Static Analysis took 0.137610 seconds
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Dependency does not exist
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Symbolic execution is not needed!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Analysis finished!
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Analysis took 0.137842 seconds
[INFO] | 2023-08-14 02:58:56 AM | analyzer.incorrect_constructor_name2 | Analysis finished at: 2023-08-14 02:58:56 AM
