[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Analysis started at: 2023-08-14 02:57:04 AM
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Version constraints: ['^0.4.25']
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | solc version: v0.4.25
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Callgraph generation started!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Callgraph generation finished!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Interprocedural CFG generation started!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Interprocedural CFG generation finished!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Storage dependency graph generation started!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Storage dependency graph generation finished!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Value Range Analysis started
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Generating return summary for emptyCreditors
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Return summary generated for emptyCreditors
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Range graph generated
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Processed function emptyCreditors
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Generating return summary for addCreditors
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Return summary generated for addCreditors
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Range graph generated
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Processed function addCreditors
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Generating return summary for iWin
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Return summary generated for iWin
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Processed function iWin
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Generating return summary for numberCreditors
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Return summary generated for numberCreditors
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Processed function numberCreditors
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Generating return summary for slitherConstructorVariables
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Return summary generated for slitherConstructorVariables
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Range graph generated
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Processed function slitherConstructorVariables
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Value Range Analysis took 0.001459 seconds
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Value Range Analysis finished
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Storage dependency graph compostion started!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Dependency detection started!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Dependency detection finished!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Static Analysis took 0.148938 seconds
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Dependency does not exist
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Symbolic execution is not needed!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Analysis finished!
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Analysis took 0.149118 seconds
[INFO] | 2023-08-14 02:57:04 AM | analyzer.dos_address | Analysis finished at: 2023-08-14 02:57:04 AM
