[INFO] | 2023-08-14 02:59:59 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Analysis started at: 2023-08-14 02:59:59 AM
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Version constraints: ['^0.4.18']
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | solc version: v0.4.18
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Callgraph generation started!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Callgraph generation finished!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Interprocedural CFG generation started!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Interprocedural CFG generation finished!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Storage dependency graph generation started!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Storage dependency graph generation finished!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Value Range Analysis started
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for confirmOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for confirmOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function confirmOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for slitherConstructorVariables
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for slitherConstructorVariables
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function slitherConstructorVariables
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for onlyOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for onlyOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | State variable assignement do not exist
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function onlyOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for confirmOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for confirmOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function confirmOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for slitherConstructorVariables
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for slitherConstructorVariables
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function slitherConstructorVariables
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for onlyOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for onlyOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | State variable assignement do not exist
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function onlyOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for confirmOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for confirmOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function confirmOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for initTokenBank
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for initTokenBank
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function initTokenBank
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for Deposit
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for Deposit
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function Deposit
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for slitherConstructorVariables
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for slitherConstructorVariables
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function slitherConstructorVariables
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for onlyOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for onlyOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | State variable assignement do not exist
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function onlyOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for changeOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for changeOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function changeOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for changeOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for changeOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function changeOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for WithdrawToken
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for WithdrawToken
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | State variable assignement do not exist
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function WithdrawToken
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for fallback
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for fallback
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function fallback
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for changeOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for changeOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function changeOwner
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for WithdrawToken
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for WithdrawToken
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | State variable assignement do not exist
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function WithdrawToken
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for WithdrawToHolder
