[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Analysis started at: 2023-08-14 02:58:37 AM
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Version constraints: ['^0.4.24']
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | solc version: v0.4.24
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Callgraph generation started!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Callgraph generation finished!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Interprocedural CFG generation started!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Interprocedural CFG generation finished!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Storage dependency graph generation started!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Storage dependency graph generation finished!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Value Range Analysis started
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Generating return summary for IamMissing
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Return summary generated for IamMissing
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Range graph generated
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Processed function IamMissing
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Generating return summary for fallback
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Return summary generated for fallback
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | State variable assignement do not exist
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Processed function fallback
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Generating return summary for onlyowner
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Return summary generated for onlyowner
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | State variable assignement do not exist
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Processed function onlyowner
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Generating return summary for withdraw
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Return summary generated for withdraw
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | State variable assignement do not exist
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Processed function withdraw
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Value Range Analysis took 0.000899 seconds
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Value Range Analysis finished
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Storage dependency graph compostion started!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Dependency detection started!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Dependency detection finished!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Static Analysis took 0.146782 seconds
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Dependency does not exist
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Symbolic execution is not needed!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Analysis finished!
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Analysis took 0.146972 seconds
[INFO] | 2023-08-14 02:58:37 AM | analyzer.incorrect_constructor_name1 | Analysis finished at: 2023-08-14 02:58:37 AM
